Date,Metric,Region,Product Category,Customer Segment,Marketing Channel,Product Seasonality,customer_segment,Value,YearMonth
2024-11-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Fall,High Value,75.7,2024-11
2024-11-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Spring,Mid Value,81.04,2024-11
2024-11-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Summer,Low Value,68.96,2024-11
2024-11-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Winter,High Value,77.56,2024-11
2024-11-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Fall,High Value,91.43,2024-11
2024-11-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Spring,Low Value,91.13,2024-11
2024-11-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Summer,High Value,131.45,2024-11
2024-11-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Summer,Low Value,129.83,2024-11
2024-11-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Summer,Low Value,129.97,2024-11
2024-11-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Summer,Low Value,62.47,2024-11
2024-12-01,Product Affinity Score,North,Beer,High-Value,Email,Winter,Mid Value,73.73,2024-12
2024-12-02,Product Affinity Score,North,Beer,High-Value,Social Media,Winter,Low Value,71.91,2024-12
2024-12-03,Product Affinity Score,North,Beer,High-Value,SMS,Fall,High Value,329.78,2024-12
2024-12-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Summer,High Value,122.11,2024-12
2024-12-05,Product Affinity Score,North,Beer,Medium-Value,Email,Winter,Low Value,117.06,2024-12
2024-12-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Spring,Low Value,71.88,2024-12
2024-12-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Summer,High Value,58.71,2024-12
2024-12-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Winter,Mid Value,50.99,2024-12
2024-12-09,Product Affinity Score,North,Beer,Low-Value,Email,Winter,High Value,125.16,2024-12
2024-12-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Fall,High Value,84.17,2024-12
2024-12-11,Product Affinity Score,North,Beer,Low-Value,SMS,Fall,Mid Value,126.66,2024-12
2024-12-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Winter,Mid Value,134.04,2024-12
2024-12-13,Product Affinity Score,North,Wine,High-Value,Email,Winter,Mid Value,117.66,2024-12
2024-12-14,Product Affinity Score,North,Wine,High-Value,Social Media,Summer,Mid Value,86.01,2024-12
2024-12-15,Product Affinity Score,North,Wine,High-Value,SMS,Winter,Mid Value,110.46,2024-12
2024-12-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Winter,Mid Value,105.42,2024-12
2024-12-17,Product Affinity Score,North,Wine,Medium-Value,Email,Winter,Mid Value,139.09,2024-12
2024-12-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Summer,High Value,96.63,2024-12
2024-12-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Fall,Low Value,56.09,2024-12
2024-12-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Winter,Low Value,131.97,2024-12
2024-12-21,Product Affinity Score,North,Wine,Low-Value,Email,Summer,Low Value,51.29,2024-12
2024-12-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Spring,High Value,84.21,2024-12
2024-12-23,Product Affinity Score,North,Wine,Low-Value,SMS,Spring,Mid Value,146.27,2024-12
2024-12-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Fall,High Value,79.7,2024-12
2024-12-25,Product Affinity Score,North,Spirits,High-Value,Email,Spring,High Value,124.06,2024-12
2024-12-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Summer,Low Value,87.89,2024-12
2024-12-27,Product Affinity Score,North,Spirits,High-Value,SMS,Fall,Low Value,147.11,2024-12
2024-12-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Spring,High Value,139.61,2024-12
2024-12-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Spring,Mid Value,136.08,2024-12
2024-12-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Winter,Low Value,148.21,2024-12
2024-12-01,Customer Engagement Score,North,Beer,High-Value,Email,Winter,Mid Value,66.15,2024-12
2024-12-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Fall,High Value,108.51,2024-12
2024-12-03,Customer Engagement Score,North,Beer,High-Value,SMS,Spring,Low Value,113.54,2024-12
2024-12-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Fall,High Value,92.92,2024-12
2024-12-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Fall,Low Value,64.37,2024-12
2024-12-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Summer,Low Value,66.28,2024-12
2024-12-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Spring,High Value,57.6,2024-12
2024-12-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Fall,Low Value,73.36,2024-12
2024-12-09,Customer Engagement Score,North,Beer,Low-Value,Email,Winter,Mid Value,141.6,2024-12
2024-12-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Summer,High Value,71.01,2024-12
2024-12-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Summer,High Value,142.04,2024-12
2024-12-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Fall,High Value,108.7,2024-12
2024-12-13,Customer Engagement Score,North,Wine,High-Value,Email,Fall,High Value,87.84,2024-12
2024-12-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Spring,Low Value,118.62,2024-12
2024-12-15,Customer Engagement Score,North,Wine,High-Value,SMS,Fall,High Value,77.49,2024-12
2024-12-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Summer,Low Value,135.45,2024-12
2024-12-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Spring,High Value,66.12,2024-12
2024-12-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Winter,High Value,136.04,2024-12
2024-12-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Summer,High Value,50.35,2024-12
2024-12-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Fall,High Value,82.64,2024-12
2024-12-21,Customer Engagement Score,North,Wine,Low-Value,Email,Summer,Mid Value,94.63,2024-12
2024-12-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Fall,Mid Value,83.79,2024-12
2024-12-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Winter,High Value,111.69,2024-12
2024-12-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Summer,High Value,82.56,2024-12
2024-12-25,Customer Engagement Score,North,Spirits,High-Value,Email,Winter,Low Value,112.41,2024-12
2024-12-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Winter,Mid Value,141.05,2024-12
2024-12-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Fall,Low Value,101.18,2024-12
2024-12-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Fall,Low Value,128.93,2024-12
2024-12-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Spring,High Value,76.93,2024-12
2024-12-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,109.68,2024-12
2024-12-01,CLV,North,Beer,High-Value,Email,Fall,Low Value,99.97,2024-12
2024-12-02,CLV,North,Beer,High-Value,Social Media,Spring,Mid Value,103.17,2024-12
2024-12-03,CLV,North,Beer,High-Value,SMS,Summer,Low Value,51.94,2024-12
2024-12-04,CLV,North,Beer,High-Value,Direct Mail,Summer,Mid Value,55.32,2024-12
2024-12-05,CLV,North,Beer,Medium-Value,Email,Summer,Low Value,122.52,2024-12
2024-12-06,CLV,North,Beer,Medium-Value,Social Media,Fall,High Value,80.22,2024-12
2024-12-07,CLV,North,Beer,Medium-Value,SMS,Spring,Mid Value,110.31,2024-12
2024-12-08,CLV,North,Beer,Medium-Value,Direct Mail,Summer,Low Value,72.26,2024-12
2024-12-09,CLV,North,Beer,Low-Value,Email,Summer,Mid Value,140.41,2024-12
2024-12-10,CLV,North,Beer,Low-Value,Social Media,Spring,High Value,67.54,2024-12
2024-12-11,CLV,North,Beer,Low-Value,SMS,Spring,High Value,147.7,2024-12
2024-12-12,CLV,North,Beer,Low-Value,Direct Mail,Winter,Low Value,78.46,2024-12
2024-12-13,CLV,North,Wine,High-Value,Email,Winter,Low Value,88.43,2024-12
2024-12-14,CLV,North,Wine,High-Value,Social Media,Winter,High Value,127.14,2024-12
2024-12-15,CLV,North,Wine,High-Value,SMS,Fall,Mid Value,77.5,2024-12
2024-12-16,CLV,North,Wine,High-Value,Direct Mail,Spring,Mid Value,115.33,2024-12
2024-12-17,CLV,North,Wine,Medium-Value,Email,Spring,High Value,108.01,2024-12
2024-12-18,CLV,North,Wine,Medium-Value,Social Media,Winter,High Value,131.31,2024-12
2024-12-19,CLV,North,Wine,Medium-Value,SMS,Spring,Low Value,332.14,2024-12
2024-12-20,CLV,North,Wine,Medium-Value,Direct Mail,Spring,Mid Value,146.56,2024-12
2024-12-21,CLV,North,Wine,Low-Value,Email,Summer,High Value,114.81,2024-12
2024-12-22,CLV,North,Wine,Low-Value,Social Media,Fall,Low Value,126.15,2024-12
2024-12-23,CLV,North,Wine,Low-Value,SMS,Spring,High Value,110.3,2024-12
2024-12-24,CLV,North,Wine,Low-Value,Direct Mail,Fall,Low Value,81.23,2024-12
2024-12-25,CLV,North,Spirits,High-Value,Email,Summer,Low Value,93.07,2024-12
2024-12-26,CLV,North,Spirits,High-Value,Social Media,Summer,High Value,68.72,2024-12
2024-12-27,CLV,North,Spirits,High-Value,SMS,Fall,Mid Value,89.41,2024-12
2024-12-28,CLV,North,Spirits,High-Value,Direct Mail,Spring,High Value,53.68,2024-12
2024-12-29,CLV,North,Spirits,Medium-Value,Email,Spring,High Value,114.98,2024-12
2024-12-30,CLV,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,121.34,2024-12
2024-12-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Fall,Low Value,100.78,2024-12
2024-12-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Winter,High Value,65.94,2024-12
2024-12-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Winter,Mid Value,109.39,2024-12
2024-12-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Fall,Mid Value,65.06,2024-12
2024-12-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Fall,High Value,112.1,2024-12
2024-12-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Spring,Mid Value,74.66,2024-12
2024-12-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Spring,Low Value,128.1,2024-12
2024-12-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Winter,Mid Value,88.4,2024-12
2024-12-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Winter,High Value,59.34,2024-12
2024-12-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Spring,Mid Value,54.29,2024-12
2024-12-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Fall,Low Value,116.41,2024-12
2024-12-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,147.18,2024-12
2024-12-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Summer,Mid Value,112.63,2024-12
2024-12-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Winter,Low Value,138.76,2024-12
2024-12-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Winter,Low Value,134.94,2024-12
2024-12-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Summer,Mid Value,91.33,2024-12
2024-12-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Summer,High Value,217.35,2024-12
2024-12-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Summer,High Value,110.85,2024-12
2024-12-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Winter,Low Value,127.5,2024-12
2024-12-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Fall,High Value,73.44,2024-12
2024-12-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Summer,High Value,112.9,2024-12
2024-12-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Winter,High Value,66.9,2024-12
2024-12-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Fall,High Value,80.3,2024-12
2024-12-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Summer,Mid Value,104.69,2024-12
2024-12-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Fall,Mid Value,107.55,2024-12
2024-12-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Fall,Low Value,62.76,2024-12
2024-12-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Summer,Mid Value,110.94,2024-12
2024-12-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Fall,Mid Value,119.58,2024-12
2024-12-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Winter,High Value,115.14,2024-12
2024-12-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Spring,High Value,119.53,2024-12
2024-12-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Fall,Mid Value,140.32,2024-12
2024-12-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Winter,High Value,117.89,2024-12
2024-12-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Winter,Low Value,75.78,2024-12
2024-12-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Winter,Mid Value,81.9,2024-12
2024-12-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Winter,Low Value,87.4,2024-12
2024-12-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Summer,Mid Value,212.2,2024-12
2024-12-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Spring,Low Value,92.21,2024-12
2024-12-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Winter,Low Value,59.41,2024-12
2024-12-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Fall,High Value,72.38,2024-12
2024-12-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Fall,Mid Value,152.82,2024-12
2024-12-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Spring,Mid Value,57.9,2024-12
2024-12-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Summer,High Value,68.66,2024-12
2024-12-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Spring,Low Value,87.01,2024-12
2024-12-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Spring,High Value,82.05,2024-12
2024-12-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Spring,High Value,122.13,2024-12
2024-12-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Summer,Mid Value,129.32,2024-12
2024-12-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Winter,Mid Value,91.05,2024-12
2024-12-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Winter,High Value,146.72,2024-12
2024-12-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Summer,Low Value,140.5,2024-12
2024-12-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Summer,Low Value,98.32,2024-12
2024-12-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Winter,Mid Value,82.26,2024-12
2024-12-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Summer,Low Value,59.71,2024-12
2024-12-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Spring,Low Value,94.52,2024-12
2024-12-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Winter,Low Value,137.95,2024-12
2024-12-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Winter,High Value,52.23,2024-12
2024-12-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Spring,Mid Value,115.91,2024-12
2024-12-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Summer,Mid Value,61.15,2024-12
2024-12-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Winter,Low Value,68.06,2024-12
2024-12-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Spring,High Value,61.81,2024-12
2024-12-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Fall,High Value,69.64,2024-12
